NAME: 2,2',3,3',4,5',6,6'-Octachlorobiphenyl
SCANNUMBER: -1
RETENTIONTIME: -1
RETENTIONINDEX: 2473
PRECURSORMZ: 425.76611
PRECURSORTYPE: [M]+
IONMODE: Positive
SPECTRUMTYPE: Centroid
FORMULA: C12H2Cl8
INCHIKEY: HHXNVASVVVNNDG-UHFFFAOYSA-N
INCHI: 
SMILES: C1=CC(=C(C(=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
AUTHORS: Price et al., RECETOX, Masaryk University (CZ)
COLLISIONENERGY: 70eV
INSTRUMENT: Q Exactive GC Orbitrap GC-MS/MS
INSTRUMENTTYPE: GC-EI-Orbitrap
IONIZATION: EI+
LICENSE: CC BY-NC
COMMENT: 
Num Peaks: 189
79.05426	27586
80.06208	19331
83.08553	27022
83.97617	29864
85.00732	30225	"Theoretical m/z 85.007825, Mass diff 0 (0 ppm), Formula C7H"
85.10123	18890
89.98786	69114
90.49177	28120
94.96837	19182	"Theoretical m/z 94.968853, Mass diff 0 (0 ppm), Formula C5Cl"
103.05421	22009
107.47224	64716
107.97614	107505
108.47074	40743
109.00726	70894	"Theoretical m/z 109.007825, Mass diff 0 (0 ppm), Formula C9H"
109.10123	68684
109.97316	30321
110.10456	21068
119.9994	50497	"Theoretical m/z 120, Mass diff 0 (0 ppm), Formula C10"
122.01518	26284
124.95669	18175
126.45906	53027
131.97617	46700
133.00742	21176	"Theoretical m/z 133.007825, Mass diff 0 (0 ppm), Formula C11H"
133.97333	22666
139.14807	18794
141.06984	81948
142.0777	76202
142.44109	34112
142.94501	163849	"Theoretical m/z 142.944986, Mass diff 0 (0.17 ppm), SMILES *C1=C(*)C(Cl)=CC=C1Cl, Annotation [C6H4Cl2-3H]+, Rule of HR True"
143.08551	38967
143.43953	51866
143.94353	340929
143.97614	72716
144.44514	46383
144.94211	144260
145.00723	23088	"Theoretical m/z 145.007825, Mass diff 0 (0 ppm), Formula C12H"
145.9406	28796
146.015	76949
152.06201	48449
153.06979	136820
154.07768	69625
155.08545	297950
155.97609	71136
156.09331	114348
157.97299	19890
159.92555	45353
160.92375	75938
161.13242	69707
161.92256	41453
163.14806	73260
165.06982	202704
166.07768	42634
167.08545	180807
168.09332	101610
169.10109	694668
170.10445	142134
171.11673	137438
172.12012	37279
175.14801	19825
176.1559	41599
177.16371	40634
177.91374	268655
178.4154	33808
178.91226	133436
179.08537	136058
179.41383	55105
179.9108	389281
179.97592	55102
180.09329	54353
180.41243	54955
180.9093	118996
180.98384	56713	"Theoretical m/z 180.984503, Mass diff 0 (0 ppm), Formula C12H2Cl"
181.10103	173318
181.90784	46311
181.97322	32086
182.10889	26317
183.11674	509802
184.12009	112250
185.13236	114292
186.13968	44449
190.07767	38556
190.1676	838155
191.08545	36612
191.93405	26531
192.09316	50704
193.10114	94748
194.10898	45548
195.11673	140457
196.12471	36203
197.13242	189802
198.14021	94421
199.14803	309461
200.15596	67829
201.9135	18047
202.07768	40823
204.0936	23267
204.18263	31164
205.10114	38498
206.10875	19955
207.03236	17913
207.11673	43039
208.12474	18393
209.13246	129910
210.14047	54762
211.14809	58460
212.15631	77031
212.88263	59616	"Theoretical m/z 212.882694, Mass diff 0 (0.3 ppm), SMILES *C=1C(*)=C(Cl)C(Cl)=C(Cl)C1Cl, Annotation [C6H2Cl4-H]+, Rule of HR True"
213.16371	56287
213.88113	124056
214.87974	172048
214.94499	34308	"Theoretical m/z 214.94553, Mass diff 0 (0 ppm), Formula C12HCl2"
215.87808	71574
215.9529	59279
216.87677	68912
216.9563	36497
217.94988	58482
219.11687	23550
223.14807	57316
225.16374	380851
225.91385	40933
226.16644	257027
227.91077	28757
237.16376	64700
238.87959	33329
239.17947	65950
242.19777	29644
246.23451	71985
247.23737	18423
249.91377	86295
250.92181	121754	"Theoretical m/z 250.922208, Mass diff 0 (0 ppm), Formula C12H2Cl3"
251.91103	49901
253.19513	55496
254.19795	42747
254.91574	34386
268.93234	20059
269.22073	162034
273.84891	33886
279.21063	17843
281.22656	199358
285.89044	327277
286.89383	91979
287.88751	446306
288.89069	98325
289.88458	218972
290.88803	46692
291.88196	88833
297.84799	24849
307.24197	18507
309.2576	426501
310.26044	145286
319.85141	36596
320.8591	114896	"Theoretical m/z 320.859913, Mass diff 0 (0 ppm), Formula C12H2Cl5"
321.8486	71800
322.85638	22803
323.86307	65387
324.85339	105331
326.85062	40742
335.27301	18607
337.289	201784
349.28839	22541
355.82809	488848
356.83151	100301
357.82507	883249
358.8284	162227
359.82217	650631
360.82538	156822
361.81924	183510
362.82257	55454
363.81616	99003
365.3201	290424
390.79776	88649	"Theoretical m/z 390.797077, Mass diff 0.001 (1.75 ppm), SMILES *C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C=2C(Cl)=CC=C(Cl)C2Cl, Annotation [C12H3Cl7-H]+, Rule of HR True"
392.79419	133375
393.80002	18889
394.79114	104713
395.79706	44485
396.7883	92216
398.78491	32389
410.39124	19141
425.76611	184224	"Theoretical m/z 425.765931, Mass diff 0 (0.42 ppm), SMILES ClC1=CC=C(Cl)C(=C1Cl)C=2C(Cl)=C(Cl)C(Cl)=C(Cl)C2Cl, Annotation [C12H2Cl8]+, Rule of HR False"
426.76935	75381
427.76276	1402259
428.76608	195587
429.75974	1711690
430.763	57542
431.75684	1092960
432.76032	145693
433.7536	243125
434.75699	52471
435.75064	35264

