NAME: 2,3,4,5,6-Pentabromobenzyl alcohol
SCANNUMBER: -1
RETENTIONTIME: -1
RETENTIONINDEX: 2726
PRECURSORMZ: 500.577
PRECURSORTYPE: [M]+
IONMODE: Positive
SPECTRUMTYPE: Centroid
FORMULA: C7H3Br5O
INCHIKEY: KKWHDMUCBWSKGL-UHFFFAOYSA-N
INCHI: 
SMILES: C(C1=C(C(=C(C(=C1Br)Br)Br)Br)Br)O
AUTHORS: Price et al., RECETOX, Masaryk University (CZ)
COLLISIONENERGY: 70eV
INSTRUMENT: Q Exactive GC Orbitrap GC-MS/MS
INSTRUMENTTYPE: GC-EI-Orbitrap
IONIZATION: EI+
LICENSE: CC BY-NC
COMMENT: 
Num Peaks: 195
71.08522	25616
73.04649	16313
74.01475	2282	"Theoretical m/z 74.01565, Mass diff 0 (0 ppm), Formula C6H2"
78.04608	7067
79.92528	13188
80.06167	2245
80.91543	10298
81.52651	2275
84.09302	3510
85.00695	24237	"Theoretical m/z 85.007825, Mass diff 0 (0 ppm), Formula C7H"
85.1008	62605
86.01469	17134	"Theoretical m/z 86.01565, Mass diff 0 (0 ppm), Formula C7H2"
89.03819	3020
93.94089	4180
95.08513	15319
95.93884	2751
96.09293	9393
96.99341	4190
97.06442	5928
97.10078	24815
98.07225	4255
98.10859	40128
100.11984	5447
102.04596	8202
104.0616	15506
105.06945	5918
106.04088	20615
107.04869	6117
109.10073	6901
111.04359	2415
111.11633	6357
112.12415	5914
118.93076	3818
118.99738	4788
119.08495	2554
120.97665	3137
121.06422	8149
122.03567	7677
122.10838	11228
124.06261	2664
124.12405	2748
125.13191	8503
126.13967	2475
126.90338	8509
128.00171	4690
133.01291	2140
133.06432	7303
134.07201	2733
137.00775	3042
138.10321	2594
141.92673	8487
142.94852	5531	"Theoretical m/z 142.949637, Mass diff 0.001 (0 ppm), Formula C5H4Br"
143.08489	4965
144.05608	2765
145.06413	9472
149.02261	14037
150.13954	3030
151.02336	7458
151.92488	16459
153.92274	21388
155.08469	8248
161.13165	4051
162.3828	5478
163.14719	7919
163.38202	5556
163.92462	6141
164.93269	45745	"Theoretical m/z 164.933987, Mass diff 0.001 (0 ppm), Formula C7H2Br"
164.94814	2236
164.98463	4569
165.16293	5501
165.92281	13452
165.991	2888
166.07683	6344
166.93069	42865
167.0331	7689
167.08453	9440
171.01305	2962
173.94894	6602
181.06381	2391
183.07953	3154
184.0873	3495
188.04585	2350
189.05373	3233
189.16255	4409
192.09244	2423
192.97934	11310
193.19428	3073
198.97412	2497
200.97211	3350
202.07663	2321
207.03137	21803
210.98988	4136
211.98912	5074
212.98665	5264
213.08998	9381
213.99799	2275
217.19392	2413
219.20966	3345
229.00032	4669
229.83487	18142
231.83286	41296
232.84097	14347
233.22525	4798
233.83093	28689
234.83899	3354
239.09381	4595
239.17848	3662
242.84291	3537	"Theoretical m/z 242.844499, Mass diff 0.001 (0 ppm), Formula C7HBr2"
243.85065	8855
244.85846	22057	"Theoretical m/z 244.860149, Mass diff 0.001 (0 ppm), Formula C7H3Br2"
245.84869	14295
246.85648	24380
247.84634	8739
248.85452	7354
251.85881	2434
253.01553	3170
265.01865	3068
268.97723	4183
278.88248	4366
280.88065	3444
284.0296	5198
287.0051	3805
300.05957	7390
310.75073	10910
311.75867	27214
312.74808	8229	"Theoretical m/z 312.749926, Mass diff 0.001 (0 ppm), Formula C5Br3O"
313.75674	21364
315.77182	8147
322.76877	25260	"Theoretical m/z 322.770105, Mass diff 0.001 (4.14 ppm), SMILES C1=CC(=C(C(=C1C)Br)Br)Br, Annotation [C7H5Br3-3H]+, Rule of HR True"
324.76642	77547
325.77496	10598
326.76413	80459	"Theoretical m/z 326.765576, Mass diff 0.001 (0 ppm), Formula C6H2Br3O"
327.772	4648
328.76248	19904
329.0134	9134
329.76874	8175
340.76099	8000
342.01657	5732
346.08563	5458
368.79257	7644
369.78207	4190
370.79175	3156
386.99991	4244
389.66888	6198
391.02826	2605
391.68396	35056
393.68246	24963
394.78925	7896
395.68002	16775
396.78711	31115
398.78516	36902
399.00287	3139
400.67932	5489	"Theoretical m/z 400.680627, Mass diff 0.001 (3.26 ppm), SMILES C=1C(=C(C(=C(C=1Br)Br)Br)Br)C, Annotation [C7H4Br4-3H]+, Rule of HR True"
400.78268	6331
401.68646	5631
402.67676	27703
403.03113	6277
403.68469	25289
404.67459	61363	"Theoretical m/z 404.676088, Mass diff 0.001 (0 ppm), Formula C6HBr4O"
405.08093	4225
405.68265	56465
406.08264	3270
406.67236	51678
407.67996	35051
408.68805	11131
409.67783	5647
415.03528	4144
420.66919	6325
421.6774	7838
423.67529	3482
429.08676	10109
444.70407	7225
446.70264	38055
447.34491	4570
448.34836	5852
448.7005	46793
450.69842	35036
452.69598	6655
472.699	32926
473.59164	4567
474.69717	140044
475.70007	6836
476.69531	212276
477.69846	21711
478.69312	114165
479.69635	17491
480.69134	33788
482.60236	23731
483.60962	5027
484.59994	33489	"Theoretical m/z 484.60225, Mass diff 0.002 (0 ppm), Formula C6H2Br5O"
485.60779	17657
486.59839	30758
487.60562	17996
488.59601	16229
498.57925	6095

